step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
438,212348,876,0.028292273784873295,1.0,1.0,,,,,
439,212638,878,0.04091586366876678,0.0,0.0,,,,,
440,213296,880,0.022171910348439357,1.0,1.0,,,,,
441,213634,882,0.027330941829043567,1.0,1.0,0.024458268861404845,0.5,0.5,,
442,213956,884,0.029725573962900854,0.5,0.5,,,,,
443,214358,886,0.03887374302269091,0.5,0.5,,,,,
444,214728,888,0.026861371594268747,1.0,1.0,,,,,
445,215034,890,0.03048423810019908,0.5,0.5,,,,,
446,215484,892,0.042458721366287554,0.0,0.0,,,,,
447,215886,894,0.022947403449055583,1.0,1.0,,,,,
448,216512,896,0.026757861545806803,0.5,0.5,,,,,
449,217266,898,0.025274238599326673,0.0,0.0,0.028326477391621602,0.5,0.5,,
450,217684,900,0.02661345244279241,1.0,1.0,,,,,
451,218086,902,0.027011266896881717,0.5,0.5,,,,,
452,218456,904,0.030308708694915962,1.0,1.0,,,,,
453,218906,906,0.02759972694089096,1.0,1.0,,,,,
454,219308,908,0.027920598426966176,1.0,1.0,,,,,
455,219790,910,0.03118277711481157,1.0,1.0,,,,,
456,220240,912,0.028505624732201144,1.0,1.0,,,,,
457,220786,914,0.03084893375238608,1.0,1.0,0.02594003300958819,1.0,1.0,,
458,221284,916,0.0340391254958042,0.5,0.5,,,,,
459,221750,918,0.02691724707705958,1.0,1.0,,,,,
460,222120,920,0.03854584165562182,0.5,0.5,,,,,
461,222554,922,0.028059592123531565,1.0,1.0,,,,,
462,223020,924,0.033027576501486876,0.5,0.5,,,,,
463,223374,926,0.03409941282379309,0.5,0.5,,,,,
464,224688,928,0.01719408542628205,0.5,0.5,,,,,
465,224994,930,0.027420980677647765,1.0,1.0,0.02842099109673167,1.0,1.0,,
466,225412,932,0.02928962375357094,0.5,0.5,,,,,
467,225990,934,0.030611864448684783,0.5,0.5,,,,,
468,226376,936,0.04079758732287928,0.0,0.0,,,,,
469,227002,938,0.020730235851284678,1.0,1.0,,,,,
470,227468,940,0.03290256117635526,0.5,0.5,,,,,
471,227806,942,0.034418549297277515,0.5,0.5,,,,,
472,228432,944,0.02623863258651256,1.0,1.0,,,,,
473,228962,946,0.02938212830027514,1.0,1.0,0.03222308532213807,0.5,0.5,,
474,229476,948,0.039494566564873136,0.0,0.0,,,,,
475,229926,950,0.021537723723549784,1.0,1.0,,,,,
476,230472,952,0.031095174575994488,0.5,0.5,,,,,
477,230874,954,0.02935030019151018,1.0,1.0,,,,,
478,231132,956,0.043267723223307256,0.5,0.5,,,,,
479,231438,958,0.0345164417991672,0.5,0.5,,,,,
480,232224,960,0.025757679309276034,0.5,0.5,,,,,
481,232642,962,0.025046240706250708,1.0,1.0,0.025198391190981464,0.5,0.5,,
482,232964,964,0.02709053437413968,0.5,0.5,,,,,
483,233270,966,0.040830567803651845,0.0,0.0,,,,,
484,233752,968,0.025652615131840473,1.0,1.0,,,,,
485,234250,970,0.023827566028921866,1.0,1.0,,,,,
486,234844,972,0.029924197712385355,0.0,0.0,,,,,
487,235230,974,0.035161709119267165,0.0,0.0,,,,,
488,235568,976,0.0376018028507162,0.5,0.5,,,,,
489,236082,978,0.023058770811165915,1.0,1.0,0.029165761112123312,0.5,0.5,,
490,236356,980,0.03485567862126011,1.0,1.0,,,,,
491,236918,982,0.026496924994531323,0.5,0.5,,,,,
492,237320,984,0.036169605626059094,0.0,0.0,,,,,
493,237754,986,0.042480725233198666,0.0,0.0,,,,,
494,238316,988,0.031197277552235912,0.5,0.5,,,,,
495,238654,990,0.03188344121820375,1.0,1.0,,,,,
496,239328,992,0.026069802149126013,0.5,0.5,,,,,
497,239730,994,0.026500049369456248,1.0,1.0,0.028680472061616058,1.0,1.0,,
498,240020,996,0.03086567833197477,0.5,0.5,,,,,
499,240342,998,0.03433993999155337,0.5,0.5,,,,,
500,240824,1000,0.02692918252682284,0.5,0.5,,,,,
501,241082,1002,0.028543945935522286,1.0,1.0,,,,,
502,241356,1004,0.04537799682099456,0.0,0.0,,,,,
503,241790,1006,0.022872428550336,0.5,0.5,,,,,
504,242320,1008,0.029132875338197365,0.5,0.5,,,,,
505,242674,1010,0.03795619980425313,0.5,0.5,0.022283364850482032,1.0,1.0,,
506,243300,1012,0.03355755793032027,0.5,0.5,,,,,
507,243654,1014,0.03494498014828506,0.5,0.5,,,,,
508,244056,1016,0.041407283736895624,0.0,0.0,,,,,
509,244554,1018,0.030112975741273744,0.5,0.5,,,,,
510,245052,1020,0.026524385647400426,0.5,0.5,,,,,
511,245454,1022,0.035939966371294575,0.5,0.5,,,,,
512,245840,1024,0.03344228898742245,0.0,0.0,,,,,
513,246242,1026,0.035227123704801494,0.5,0.5,0.039100214946113834,0.0,0.0,,
514,246724,1028,0.02422440874226474,0.5,0.5,,,,,
515,247126,1030,0.029687686408844824,1.0,1.0,,,,,
516,247720,1032,0.02817570465005898,0.0,0.0,,,,,
517,248186,1034,0.032730473146511944,0.0,0.0,,,,,
518,248652,1036,0.027916113709172727,1.0,1.0,,,,,
519,248958,1038,0.0263226079974744,1.0,1.0,,,,,
520,249488,1040,0.026598105191072995,0.5,0.5,,,,,
521,249922,1042,0.026559706752311656,1.0,1.0,0.03228914667624058,0.5,0.5,,
522,250436,1044,0.032579999295659835,0.0,0.0,,,,,
523,250774,1046,0.029428616693773318,1.0,1.0,,,,,
524,251128,1048,0.033131625814020564,0.5,0.5,,,,,
525,251722,1050,0.027031944573586895,0.5,0.5,,,,,
526,252156,1052,0.030580231662395277,1.0,1.0,,,,,
527,252494,1054,0.02593575963486122,1.0,1.0,,,,,
528,252832,1056,0.033661007528265015,0.5,0.5,,,,,
529,253234,1058,0.036191174384333134,0.0,0.0,0.026573156425765087,0.0,0.0,,
530,253700,1060,0.024446563289028715,1.0,1.0,,,,,
531,254166,1062,0.020662275757485048,1.0,1.0,,,,,
532,254472,1064,0.040580919717654304,0.5,0.5,,,,,
533,254858,1066,0.04016320940982421,0.5,0.5,,,,,
534,255996,1068,0.019523058866590465,0.5,0.5,,,,,
535,256430,1070,0.0312339283410822,0.5,0.5,,,,,
536,256848,1072,0.030336858828975615,1.0,1.0,,,,,
537,257410,1074,0.03389400714595545,0.0,0.0,0.03396717385276029,0.0,0.0,,
538,257748,1076,0.022514338009525438,1.0,1.0,,,,,
539,258134,1078,0.03037475277874288,1.0,1.0,,,,,
540,258552,1080,0.025836810825070857,1.0,1.0,,,,,
541,259066,1082,0.03609422092785678,0.5,0.5,,,,,
542,259500,1084,0.028040019102072957,1.0,1.0,,,,,
543,259854,1086,0.04403872393336563,0.5,0.5,,,,,
544,260304,1088,0.03169523478326222,0.5,0.5,,,,,
545,260802,1090,0.02180489646690119,0.5,0.5,0.02810721418710212,0.5,0.5,,
546,261236,1092,0.028643859592999362,1.0,1.0,,,,,
547,261814,1094,0.02894604677085732,0.5,0.5,,,,,
548,262232,1096,0.02487071819502559,0.5,0.5,,,,,
549,262698,1098,0.026625980978198387,0.5,0.5,,,,,
550,263068,1100,0.044506828019486584,0.5,0.5,,,,,
551,263598,1102,0.024168861171060464,1.0,1.0,,,,,
552,264016,1104,0.029611522442124765,1.0,1.0,,,,,
553,264418,1106,0.03508263882472238,0.0,0.0,0.028993557452831737,1.0,1.0,,
554,265796,1108,0.023851175496607157,0.5,0.5,,,,,
555,266358,1110,0.02661423122064025,1.0,1.0,,,,,
556,266984,1112,0.02466049937226718,0.5,0.5,,,,,
557,267450,1114,0.029573775437973005,0.5,0.5,,,,,
558,268028,1116,0.027978118840025365,0.5,0.5,,,,,
559,268366,1118,0.033857690166038255,0.5,0.5,,,,,
560,268752,1120,0.02968061515434253,1.0,1.0,,,,,
561,269042,1122,0.04346568904431883,0.0,0.0,0.022482794886021843,1.0,1.0,,
562,269380,1124,0.03391642682224864,0.5,0.5,,,,,
563,270646,1126,0.017270441459777547,0.5,0.5,,,,,
564,271176,1128,0.031204031397289028,1.0,1.0,,,,,
565,271642,1130,0.029501759690901967,1.0,1.0,,,,,
566,272156,1132,0.025046730219999636,0.5,0.5,,,,,
567,272670,1134,0.029566264761451747,0.5,0.5,,,,,
568,273856,1136,0.01967666932122582,1.0,1.0,,,,,
569,274258,1138,0.04755474687324786,0.0,0.0,0.025280105166554982,1.0,1.0,,
570,274644,1140,0.02924515507727847,1.0,1.0,,,,,
571,275078,1142,0.03766910279379671,0.5,0.5,,,,,
572,275736,1144,0.028821155094468982,0.0,0.0,,,,,
573,276138,1146,0.03335089202407961,0.5,0.5,,,,,
574,277052,1148,0.022386116741381714,0.0,0.0,,,,,
575,277550,1150,0.026132001278167026,0.5,0.5,,,,,
576,278032,1152,0.03017847003326339,0.5,0.5,,,,,
577,278674,1154,0.03200905167811561,1.0,1.0,0.03822234418733661,0.0,0.0,,
578,279252,1156,0.02637727159551105,1.0,1.0,,,,,
579,279750,1158,0.03263060992759077,0.5,0.5,,,,,
580,280088,1160,0.04358550758694383,0.0,0.0,,,,,
581,280506,1162,0.035946024113803175,0.5,0.5,,,,,
582,280908,1164,0.041500789061329854,0.0,0.0,,,,,
583,281358,1166,0.023860981135754366,1.0,1.0,,,,,
584,281664,1168,0.04217310818458109,1.0,1.0,,,,,
585,281826,1170,0.03103091951438546,1.0,1.0,0.023271992562873822,0.5,0.5,,
586,282244,1172,0.03094828026127499,1.0,1.0,,,,,
587,282710,1174,0.036424428096324846,0.5,0.5,,,,,
588,283032,1176,0.0365898910350852,0.5,0.5,,,,,
589,283482,1178,0.03150064793772539,1.0,1.0,,,,,
590,283932,1180,0.03510091000869709,0.5,0.5,,,,,
591,284430,1182,0.030430610696565698,0.0,0.0,,,,,
592,284960,1184,0.03571160523196864,0.5,0.5,,,,,
593,285490,1186,0.02708089191697637,0.5,0.5,0.03682200674297311,0.5,0.5,0.6296296119689941,0.5435669158986843
594,285956,1188,0.024751143384594894,0.5,0.5,,,,,
595,286390,1190,0.035842582275741997,0.5,0.5,,,,,
596,286808,1192,0.025576785748795516,0.5,0.5,,,,,
597,287162,1194,0.03610436988736183,0.5,0.5,,,,,
598,287948,1196,0.024050315998484083,0.5,0.5,,,,,
599,288366,1198,0.030418686320796882,1.0,1.0,,,,,
600,288816,1200,0.028094600886240318,0.5,0.5,,,,,
601,289058,1202,0.03966663928859634,0.5,0.5,0.03011903576869713,0.5,0.5,,
602,289444,1204,0.02524186947697747,1.0,1.0,,,,,
603,289926,1206,0.0316921798485746,0.5,0.5,,,,,
604,290392,1208,0.03232412290882951,0.5,0.5,,,,,
605,290682,1210,0.04210485936618272,0.5,0.5,,,,,
606,291052,1212,0.028057842378259566,0.5,0.5,,,,,
607,291438,1214,0.028370069271912827,1.0,1.0,,,,,
608,291840,1216,0.03491478079452281,0.5,0.5,,,,,
609,292242,1218,0.02463821551118235,1.0,1.0,0.03834268950533487,0.5,0.5,,
610,292692,1220,0.027719778482788147,0.5,0.5,,,,,
611,292902,1222,0.030782395714647397,0.5,0.5,,,,,
612,293192,1224,0.034904096121539205,0.5,0.5,,,,,
613,293674,1226,0.02690068921822331,1.0,1.0,,,,,
614,294172,1228,0.025925680170542278,0.0,0.0,,,,,
615,294766,1230,0.03338844176794835,0.0,0.0,,,,,
616,295248,1232,0.030056338915337925,0.5,0.5,,,,,
617,295666,1234,0.03575840411768625,0.0,0.0,0.03777094094031016,0.5,0.5,,
618,296004,1236,0.035767701542069,0.5,0.5,,,,,
619,296470,1238,0.027547764658298737,1.0,1.0,,,,,
620,296920,1240,0.023002286750474922,0.5,0.5,,,,,
621,297386,1242,0.03215092481628085,0.0,0.0,,,,,
622,297852,1244,0.03468553538159885,0.0,0.0,,,,,
623,298318,1246,0.02521661884482581,1.0,1.0,,,,,
624,298672,1248,0.025518634552400644,1.0,1.0,,,,,
625,299106,1250,0.025433389045400438,1.0,1.0,0.024087022728517357,1.0,1.0,,
626,299428,1252,0.03431068569965009,0.5,0.5,,,,,
627,299926,1254,0.027172022849399437,0.5,0.5,,,,,
628,300232,1256,0.030482467852348,1.0,1.0,,,,,
629,300474,1258,0.03990262932308678,0.5,0.5,,,,,
630,300748,1260,0.020472181091901052,1.0,1.0,,,,,
631,301022,1262,0.04035143983806419,0.5,0.5,,,,,
632,301440,1264,0.03474628046820201,0.0,0.0,,,,,
633,301858,1266,0.027128038656332697,1.0,1.0,0.03844762308944826,0.5,0.5,,
634,302164,1268,0.029128778484293055,0.5,0.5,,,,,
635,302966,1270,0.027541930870674695,1.0,1.0,,,,,
636,303400,1272,0.026898231758660688,1.0,1.0,,,,,
637,303850,1274,0.025275439916928398,0.5,0.5,,,,,
638,304268,1276,0.029260130878300032,0.5,0.5,,,,,
639,305054,1278,0.026588181998006485,0.5,0.5,,,,,
640,305360,1280,0.024610972834289948,1.0,1.0,,,,,
641,305730,1282,0.029782622349451667,0.5,0.5,0.03197282676214872,0.5,0.5,,
642,306164,1284,0.021882078395604337,1.0,1.0,,,,,
643,306582,1286,0.03267856383234105,0.5,0.5,,,,,
644,306952,1288,0.039830874257006495,0.0,0.0,,,,,
645,307418,1290,0.0294506107589298,1.0,1.0,,,,,
646,307948,1292,0.02882976020300096,0.0,0.0,,,,,
647,308510,1294,0.03274887494318604,0.5,0.5,,,,,
648,308848,1296,0.023892181987639125,0.5,0.5,,,,,
649,309122,1298,0.024361748668367423,1.0,1.0,0.03836296390768111,0.5,0.5,,
650,309396,1300,0.035592373582864156,0.5,0.5,,,,,
651,309814,1302,0.0277674827728258,1.0,1.0,,,,,
652,310216,1304,0.032263522386253324,1.0,1.0,,,,,
653,310890,1306,0.03461081185321638,0.0,0.0,,,,,
654,311436,1308,0.02398788481101399,0.5,0.5,,,,,
655,311918,1310,0.026275203373833697,1.0,1.0,,,,,
656,312672,1312,0.0236495034369112,0.5,0.5,,,,,
657,313122,1314,0.02731855130895968,1.0,1.0,0.03364623298755505,0.5,0.5,,
658,313812,1316,0.029226807003719837,0.5,0.5,,,,,
659,314118,1318,0.029345658813998806,0.5,0.5,,,,,
660,314536,1320,0.030320861615477774,0.5,0.5,,,,,
661,315050,1322,0.02534377548471127,1.0,1.0,,,,,
662,315500,1324,0.030172288849148247,1.0,1.0,,,,,
663,315918,1326,0.022854068802721485,0.5,0.5,,,,,
664,316336,1328,0.023610527877794735,1.0,1.0,,,,,
665,316770,1330,0.029745504356516437,0.5,0.5,0.029802802846916027,0.5,0.5,,
666,317908,1332,0.02226419985247356,1.0,1.0,,,,,
667,318486,1334,0.024042140533267434,1.0,1.0,,,,,
668,318904,1336,0.02851482785881654,1.0,1.0,,,,,
669,319338,1338,0.02350339880930236,1.0,1.0,,,,,
670,319836,1340,0.029901419570884876,0.5,0.5,,,,,
671,320270,1342,0.0347506862231496,0.0,0.0,,,,,
672,320720,1344,0.0246762806684725,1.0,1.0,,,,,
673,321698,1346,0.01775316431196218,1.0,1.0,0.03184607517694662,0.5,0.5,,
674,321940,1348,0.03025166859265967,1.0,1.0,,,,,
675,322230,1350,0.03946185372426764,0.5,0.5,,,,,
676,322632,1352,0.030135537687084164,0.5,0.5,,,,,
677,322890,1354,0.03658411069622105,0.5,0.5,,,,,
678,323260,1356,0.04429188109789879,0.0,0.0,,,,,
679,323822,1358,0.03435646638336123,0.5,0.5,,,,,
680,324320,1360,0.02325112843200009,1.0,1.0,,,,,
681,324658,1362,0.02554327941885536,1.0,1.0,0.035078867200530967,0.0,0.0,,
682,325076,1364,0.029147510272792856,1.0,1.0,,,,,
683,325382,1366,0.032976127162712005,0.0,0.0,,,,,
684,325800,1368,0.032213165055073274,0.5,0.5,,,,,
685,326138,1370,0.026782721280400268,0.5,0.5,,,,,
686,326668,1372,0.028724919842180553,1.0,1.0,,,,,
687,326974,1374,0.02729596736622912,1.0,1.0,,,,,
688,327424,1376,0.026572017327462488,1.0,1.0,,,,,
689,328802,1378,0.02079570622064947,0.5,0.5,0.03169627168742029,1.0,1.0,,
690,329108,1380,0.02957091940308565,1.0,1.0,,,,,
691,329430,1382,0.03362894434614122,0.5,0.5,,,,,
692,329832,1384,0.0300537987226875,1.0,1.0,,,,,
693,330330,1386,0.02440429577627671,0.5,0.5,,,,,
694,330748,1388,0.02851589361238124,1.0,1.0,,,,,
695,331486,1390,0.02061892033956373,1.0,1.0,,,,,
696,331984,1392,0.031259302505066505,0.5,0.5,,,,,
697,332322,1394,0.026208851039502316,1.0,1.0,0.02923763832244252,1.0,1.0,,
698,332740,1396,0.030302825980568462,0.5,0.5,,,,,
699,333574,1398,0.02255429242476322,1.0,1.0,,,,,
700,333912,1400,0.03438463552406293,0.5,0.5,,,,,
701,334314,1402,0.026014342117077826,0.5,0.5,,,,,
702,334716,1404,0.03212294138023099,0.5,0.5,,,,,
703,335230,1406,0.021921537698257793,1.0,1.0,,,,,
704,335520,1408,0.02550293593874762,1.0,1.0,,,,,
705,335810,1410,0.027292438257461776,1.0,1.0,0.02463949676315642,1.0,1.0,,
706,336228,1412,0.028661493875191846,0.5,0.5,,,,,
707,336758,1414,0.03168872839702889,0.5,0.5,,,,,
708,337096,1416,0.036540215870986686,0.0,0.0,,,,,
709,337402,1418,0.03427694172725847,0.0,0.0,,,,,
710,337740,1420,0.029900367146163783,1.0,1.0,,,,,
711,338046,1422,0.028827897293477497,1.0,1.0,,,,,
712,338608,1424,0.02691790893748177,1.0,1.0,,,,,
713,339282,1426,0.02243599619194692,0.5,0.5,0.0306251646966968,1.0,1.0,,
714,339700,1428,0.02821545448815991,0.5,0.5,,,,,
715,340102,1430,0.034469311330560595,0.5,0.5,,,,,
716,340440,1432,0.03739721331230742,0.5,0.5,,,,,
717,340874,1434,0.02696600573872259,1.0,1.0,,,,,
718,341532,1436,0.0280897816575651,0.0,0.0,,,,,
719,341934,1438,0.029369635848275535,1.0,1.0,,,,,
720,342368,1440,0.024626950200359144,0.5,0.5,,,,,
721,342818,1442,0.03626204716813187,1.0,1.0,0.02508095092613178,0.5,0.5,,
722,343268,1444,0.037568619671597095,0.5,0.5,,,,,
723,343718,1446,0.03356790310503827,0.5,0.5,,,,,
724,344136,1448,0.030105375855262954,0.5,0.5,,,,,
725,344442,1450,0.030763103042607234,1.0,1.0,,,,,
726,344988,1452,0.03184310347767845,0.5,0.5,,,,,
727,345470,1454,0.02360984086819023,1.0,1.0,,,,,
728,345872,1456,0.03274152177675042,0.5,0.5,,,,,
729,346258,1458,0.03236661222738405,0.5,0.5,0.03446641895612458,0.0,0.0,,
730,346804,1460,0.02932671998635917,0.0,0.0,,,,,
731,347318,1462,0.02943089388026721,1.0,1.0,,,,,
732,347720,1464,0.03757701175262045,0.0,0.0,,,,,
733,348250,1466,0.03292248177115915,0.5,0.5,,,,,
734,348924,1468,0.0290289954949369,0.0,0.0,,,,,
735,349566,1470,0.02996167753541522,0.5,0.5,,,,,
736,350064,1472,0.03184804501332579,0.0,0.0,,,,,
737,350482,1474,0.030720044808597843,0.5,0.5,0.0339139944719405,0.5,0.5,,
738,351108,1476,0.029231832949358137,0.5,0.5,,,,,
739,351606,1478,0.029794086893801454,1.0,1.0,,,,,
740,351896,1480,0.027791291043065738,0.5,0.5,,,,,
741,352394,1482,0.028579313287397285,1.0,1.0,,,,,
742,352876,1484,0.02690173172476337,0.5,0.5,,,,,
743,353198,1486,0.028683183945322526,1.0,1.0,,,,,
744,353472,1488,0.040383475628764515,0.5,0.5,,,,,
745,353810,1490,0.046528722853633686,0.0,0.0,0.019452314820123093,0.5,0.5,,
746,354132,1492,0.03160454565713735,1.0,1.0,,,,,
747,354358,1494,0.044334496162004404,0.5,0.5,,,,,
748,354744,1496,0.02446240688647852,1.0,1.0,,,,,
749,356010,1498,0.022825696811095662,0.5,0.5,,,,,
750,356284,1500,0.044564399804332744,0.0,0.0,,,,,
751,356750,1502,0.02862342091312273,1.0,1.0,,,,,
752,357408,1504,0.02874440060572607,0.5,0.5,,,,,
753,357938,1506,0.027436064976208208,0.5,0.5,0.03105003244165817,1.0,1.0,,
754,358372,1508,0.03510605274108255,0.0,0.0,,,,,
755,358726,1510,0.03008132201146757,0.5,0.5,,,,,
756,359272,1512,0.029507076040854504,0.5,0.5,,,,,
757,359610,1514,0.028039897066232475,0.5,0.5,,,,,
758,360076,1516,0.025868906520741364,0.5,0.5,,,,,
759,361390,1518,0.019182420890611205,0.0,0.0,,,,,
760,361712,1520,0.034620764194256484,1.0,1.0,,,,,
761,362226,1522,0.02728820085564337,0.0,0.0,0.03172758191368163,0.5,0.5,,
762,362660,1524,0.02521862703682658,1.0,1.0,,,,,
763,363126,1526,0.03130151475705667,1.0,1.0,,,,,
764,363352,1528,0.04837766347779506,0.0,0.0,,,,,
765,363770,1530,0.029236973500407586,1.0,1.0,,,,,
766,364284,1532,0.026702899454416524,1.0,1.0,,,,,
767,364622,1534,0.030276236209733076,1.0,1.0,,,,,
768,365104,1536,0.025621432161078095,1.0,1.0,,,,,
769,365538,1538,0.032596773290738554,0.5,0.5,0.02855239282352083,1.0,1.0,,
770,365908,1540,0.03549415974360747,0.5,0.5,,,,,
771,366422,1542,0.026928578659091613,0.5,0.5,,,,,
772,366776,1544,0.04487198673395472,0.5,0.5,,,,,
773,367578,1546,0.0242888327713441,1.0,1.0,,,,,
774,367900,1548,0.03461566912957369,0.5,0.5,,,,,
775,368334,1550,0.032825473730988756,0.5,0.5,,,,,
776,368592,1552,0.03834724042390803,0.5,0.5,,,,,
777,369058,1554,0.030248544121190962,0.5,0.5,0.04159379336562886,0.5,0.5,,
778,369396,1556,0.028045532011557434,1.0,1.0,,,,,
779,370470,1558,0.02238536235877807,1.0,1.0,,,,,
780,370872,1560,0.030862762550521446,0.5,0.5,,,,,
781,371370,1562,0.0288798565879575,0.5,0.5,,,,,
782,372284,1564,0.01877781807355636,1.0,1.0,,,,,
783,372574,1566,0.03702648649681224,0.5,0.5,,,,,
784,372960,1568,0.026759850954490502,0.5,0.5,,,,,
785,373362,1570,0.03366366401181549,0.0,0.0,0.037060518282637366,0.0,0.0,,
786,373844,1572,0.02586312348110369,1.0,1.0,,,,,
787,374438,1574,0.03031591642791534,1.0,1.0,,,,,
788,375000,1576,0.030485500857210093,1.0,1.0,,,,,
789,375322,1578,0.03994169310553434,0.0,0.0,,,,,
790,376028,1580,0.02756620274938706,1.0,1.0,,,,,
791,376430,1582,0.03570123645672065,0.5,0.5,,,,,
792,376928,1584,0.024762216231844998,0.5,0.5,,,,,
793,377490,1586,0.02338041630513388,1.0,1.0,0.03263828485238828,0.5,0.5,,
794,378020,1588,0.029014458217122657,1.0,1.0,,,,,
795,378486,1590,0.029236478921400324,1.0,1.0,,,,,
796,378984,1592,0.034448839601654103,0.5,0.5,,,,,
797,379482,1594,0.040140803442149736,0.0,0.0,,,,,
798,379948,1596,0.029812898848582726,1.0,1.0,,,,,
799,380398,1598,0.02664359428429569,0.5,0.5,,,,,
800,380720,1600,0.033909827199348,0.5,0.5,,,,,
801,381138,1602,0.03588628017919711,0.5,0.5,0.02804044851146121,0.5,0.5,,
802,381652,1604,0.03133535151036313,1.0,1.0,,,,,
803,382182,1606,0.03081950206525507,0.5,0.5,,,,,
804,382648,1608,0.026148285594387966,1.0,1.0,,,,,
805,383066,1610,0.029823437857693393,1.0,1.0,,,,,
806,383612,1612,0.021255461950499786,0.5,0.5,,,,,
807,384014,1614,0.037873591988376025,0.0,0.0,,,,,
808,384576,1616,0.02449811112007553,0.5,0.5,,,,,
809,384946,1618,0.03464956228594652,1.0,1.0,0.03030625513147491,0.5,0.5,,
810,385252,1620,0.03173914149460439,1.0,1.0,,,,,
811,385782,1622,0.025687928589274746,0.5,0.5,,,,,
812,386184,1624,0.028733044608083583,1.0,1.0,,,,,
813,386698,1626,0.025511931788071818,0.5,0.5,,,,,
814,387420,1628,0.024729840350062586,0.0,0.0,,,,,
815,387806,1630,0.03774342367484186,0.5,0.5,,,,,
816,388288,1632,0.031825744011839865,0.5,0.5,,,,,
817,388594,1634,0.03342648118649298,0.5,0.5,0.025942131852319507,1.0,1.0,,
818,388932,1636,0.03372883364612097,0.5,0.5,,,,,
819,390230,1638,0.024552620942980406,0.5,0.5,,,,,
820,390728,1640,0.029559509760423125,0.5,0.5,,,,,
821,391258,1642,0.0239076578681739,0.5,0.5,,,,,
822,391596,1644,0.03783395893752424,0.5,0.5,,,,,
823,392094,1646,0.02768437577831514,0.5,0.5,,,,,
824,392864,1648,0.02371056416793692,0.5,0.5,,,,,
825,393154,1650,0.03830162863066006,0.5,0.5,0.04039050180995858,0.5,0.5,,
826,393492,1652,0.03160360644495324,1.0,1.0,,,,,
827,394006,1654,0.024432882194352603,1.0,1.0,,,,,
828,394504,1656,0.025923203833860292,0.5,0.5,,,,,
829,394954,1658,0.03492854516575578,1.0,1.0,,,,,
830,396028,1660,0.019709501151993724,0.5,0.5,,,,,
831,396366,1662,0.026589785084183644,1.0,1.0,,,,,
832,396800,1664,0.02573155151563124,1.0,1.0,,,,,
833,397106,1666,0.031982449182870895,1.0,1.0,0.03889929568432229,0.5,0.5,,
834,397524,1668,0.028863825616736,1.0,1.0,,,,,
835,397926,1670,0.03130647100330898,0.5,0.5,,,,,
836,398232,1672,0.035789021958625156,0.5,0.5,,,,,
837,398474,1674,0.037102125185590314,1.0,1.0,,,,,
838,399612,1676,0.021916568148202534,1.0,1.0,,,,,
839,399950,1678,0.026716313408219974,1.0,1.0,,,,,
840,400448,1680,0.036642004744407895,0.5,0.5,,,,,
841,400786,1682,0.033516080316848315,0.5,0.5,0.023807471971181726,1.0,1.0,,
842,401284,1684,0.024442257446490628,0.5,0.5,,,,,
843,401654,1686,0.030441808003282386,1.0,1.0,,,,,
844,401992,1688,0.028133480868395316,1.0,1.0,,,,,
845,402410,1690,0.02569460375007251,0.5,0.5,,,,,
846,402860,1692,0.027210005543617594,0.5,0.5,,,,,
847,403278,1694,0.031720049609392356,0.5,0.5,,,,,
848,403776,1696,0.024059448627562114,1.0,1.0,,,,,
849,404578,1698,0.022667580990431545,1.0,1.0,0.027004749527495847,0.0,0.0,,
850,404884,1700,0.03311824646248791,0.5,0.5,,,,,
851,405094,1702,0.03679736484459612,0.5,0.5,,,,,
852,405640,1704,0.030377434153396384,0.0,0.0,,,,,
853,405978,1706,0.031254144417971905,0.5,0.5,,,,,
854,407180,1708,0.022848699831778018,1.0,1.0,,,,,
855,407598,1710,0.03482653923401025,0.5,0.5,,,,,
856,408064,1712,0.02756242906069144,0.5,0.5,,,,,
857,408578,1714,0.02113773681895708,1.0,1.0,0.033058117936512386,0.5,0.5,,
858,408996,1716,0.029266491799414256,0.5,0.5,,,,,
859,409398,1718,0.027677365417829423,1.0,1.0,,,,,
860,409912,1720,0.029057837534969336,0.5,0.5,,,,,
861,410442,1722,0.0315367278040477,1.0,1.0,,,,,
862,410812,1724,0.03232424559799256,0.5,0.5,,,,,
863,411886,1726,0.02203417014845739,1.0,1.0,,,,,
864,412352,1728,0.027721611702148756,0.5,0.5,,,,,
865,412946,1730,0.02846848066315881,0.5,0.5,0.03466373292659682,0.0,0.0,,
866,413444,1732,0.02234774544916534,0.5,0.5,,,,,
867,413798,1734,0.043776307120549314,0.5,0.5,,,,,
868,414296,1736,0.023925064844071687,1.0,1.0,,,,,
869,414794,1738,0.026793585333937615,1.0,1.0,,,,,
870,415068,1740,0.036156653044970025,0.5,0.5,,,,,
871,415822,1742,0.02429237031660966,1.0,1.0,,,,,
872,416224,1744,0.021292752058801122,1.0,1.0,,,,,
873,416610,1746,0.027026623844147557,1.0,1.0,0.04265152643431975,0.0,0.0,,
874,417204,1748,0.033549153482014996,0.5,0.5,,,,,
875,417702,1750,0.028808424799398852,1.0,1.0,,,,,
876,418008,1752,0.03267029417254123,0.5,0.5,,,,,
